STATE,Year,Total murders,Total firearms,Handguns,Rifles,Shotguns,Firearms (type unknown),Knives or cutting instruments,Other weapons,"Hands, fists, feet, etc.",Murder Rate (per 100k),Firearms Rate,Handgun Rate,Rifles Rate,Shotguns Rate,Firearms (type unknown) Rate,Knives or cutting instruments Rate,Other Weapons Rate,"Hands, fists, feet, Rate",HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst,Population Estimate,Homicides per 100k Inhabitants,Est. Homicides,"Deaths, Excluding Firearms",Deaths,Population,"Crude Rate Per 100,000",FIREARM FATAILTIY RATE,FIREARM DEATHS,Guns Owners,Firearm Owners per 100k inhabitants,Homicides per Firearm Owner,Firearms per Homicide,Firearm Owners per Fatality,Firearm / Overall Deaths
Colorado,2002,,,,,,,,,,,,,,,,,,,0.363,0.02,0.286713287,0.580479452,0.352156088,,0.338176622,,0.345166355,4502883,4,180.12,"29,210","29,210","4,490,406",650.5,,,1554244,34517,0.00011588615,8629,,
Connecticut,2002,,,,,,,,,,,,,,,,,,,0.193,0.02,0.074074074,0.393203883,0.18531556,,0.252075316,,0.218695438,3448145,2.4,82.76,"30,122","30,122","3,458,749",870.9,,,754094,21870,0.0001097416582,9112,,
Delaware,2002,,,,,,,,,,,,,,,,,,,0.317,0.02,0.125,0.560606061,0.304126465,,0.379221076,,0.3416737705,804636,3.2,25.75,"6,861","6,861","806,169",851.1,,,274923,34167,0.0000936565893,10677,,
Florida,2002,,,,,,,,,,,,,,,,,,,0.277,0.02,0.319230769,0.571507151,0.274433888,,0.236289689,,0.2553617885,16675166,5.5,917.13,"167,814","167,814","16,689,370","1,005.50",,,4258200,25536,0.000215380697,4643,,
Georgia,2002,,,,,,,,,,,,,,,,,,,0.442,0.02,0.536723164,0.709016393,0.449532867,,0.350688405,,0.400110636,8582756,7.1,609.38,"65,449","65,449","8,508,256",769.2,,,3434052,40011,0.0001774509189,5635,,
Hawaii,2002,,,,,,,,,,,,,,,,,,,0.098,0.021,0.115384615,0.191489362,0.109076253,,,,0.109076253,1226410,1.9,23.30,"8,801","8,801","1,239,613",710,,,133772,10908,0.0001741900687,5741,,
Idaho,2002,,,,,,,,,,,,,,,,,,,0.576,0.021,0.461538462,0.710227273,0.572536669,,,,0.572536669,1341704,2.7,36.23,"9,923","9,923","1,340,372",740.3,,,768175,57254,0.00004715855152,21205,,
Illinois,2002,,,,,,,,,,,,,,,,,,,0.232,0.02,0.188073394,0.458468177,0.22497541,,0.242795103,,0.2338852565,12557032,7.6,954.33,"106,667","106,667","12,525,556",851.6,,,2936905,23389,0.0003249456641,3077,,
Indiana,2002,,,,,,,,,,,,,,,,,,,0.408,0.02,0.437037037,0.639802632,0.417957548,,0.343909774,,0.380933661,6148648,5.9,362.77,"55,396","55,396","6,155,967",899.9,,,2342227,38093,0.0001548826109,6457,,
Iowa,2002,,,,,,,,,,,,,,,,,,,0.417,0.021,0.25,0.564,0.435815856,,,,0.435815856,2929379,1.5,43.94,"27,978","27,978","2,934,234",953.5,,,1276670,43582,0.00003441820621,29054,,
Kansas,2002,,,,,,,,,,,,,,,,,,,0.418,0.02,0.372881356,0.566433566,0.430248827,,0.332885332,,0.3815670795,2711741,2.9,78.64,"25,021","25,021","2,713,535",922.1,,,1034711,38157,0.00007600236383,13157,,
Kentucky,2002,,,,,,,,,,,,,,,,,,,0.52,0.02,0.484210526,0.714606742,0.534907229,,0.403625629,,0.469266429,4090824,4.7,192.27,"40,697","40,697","4,089,875",995.1,,,1919686,46927,0.0001001563229,9984,,
Louisiana,2002,,,,,,,,,,,,,,,,,,,0.485,0.02,0.530864198,0.732057416,0.482643035,,0.450497314,,0.4665701745,4465089,13.2,589.39,"41,984","41,984","4,497,267",933.5,,,2083277,46657,0.000282915641,3535,,
Maine,2002,,,,,,,,,,,,,,,,,,,0.41,0.021,0.242424242,0.533834586,0.414889428,,,,0.414889428,1293181,1.1,14.22,"12,694","12,694","1,295,960",979.5,,,536527,41489,0.00002651308821,37717,,
Maryland,2002,,,,,,,,,,,,,,,,,,,0.252,0.02,0.244680851,0.548302872,0.249383273,,0.210453596,,0.2299184345,5437880,9.4,511.16,"43,970","43,970","5,440,389",808.2,,,1250269,22992,0.0004088406404,2446,,
Massachusetts,2002,,,,,,,,,,,,,,,,,,,0.115,0.02,0.064102564,0.262569832,0.119591883,,0.13032015,,0.1249560165,6440762,2.7,173.90,"56,928","56,928","6,417,206",887.1,,,804812,12496,0.0002160760302,4628,,
Michigan,2002,,,,,,,,,,,,,,,,,,,0.388,0.02,0.283653846,0.577951002,0.399110266,,0.346071023,,0.3725906445,10039223,6.8,682.67,"87,795","87,795","10,015,710",876.6,,,3740521,37259,0.0001825059244,5479,,
Minnesota,2002,,,,,,,,,,,,,,,,,,,0.409,0.02,0.179775281,0.544117647,0.436452292,,0.266274525,,0.3513634085,5017355,2.2,110.38,"38,510","38,510","5,018,935",767.3,,,1762915,35136,0.00006261323595,15971,,
Mississippi,2002,,,,,,,,,,,,,,,,,,,0.541,0.02,0.672727273,0.753472222,0.549836421,,0.456207084,,0.5030217525,2858076,9.2,262.94,"28,853","28,853","2,858,681","1,009.30",,,1437674,50302,0.0001828946751,5468,,
Missouri,2002,,,,,,,,,,,,,,,,,,,0.477,0.02,0.4,0.652249135,0.492864627,,0.426030522,,0.4594475745,5679158,5.8,329.39,"55,940","55,940","5,674,825",985.8,,,2609275,45945,0.0001262385596,7922,,
Montana,2002,,,,,,,,,,,,,,,,,,,0.626,0.02,0.382352941,0.68,0.635249688,,0.446257477,,0.5407535825,909722,1.8,16.37,"8,506","8,506","911,667",933,,,491935,54075,0.00003328688072,30042,,
Nebraska,2002,,,,,,,,,,,,,,,,,,,0.419,0.021,0.294117647,0.568862275,0.434109427,,,,0.434109427,1724577,2.8,48.29,"15,738","15,738","1,728,292",910.6,,,748655,43411,0.0000644998663,15504,,
Nevada,2002,,,,,,,,,,,,,,,,,,,0.386,0.021,0.355555556,0.63963964,0.386739928,,,,0.386739928,2165828,8.4,181.93,"16,927","16,927","2,173,791",778.7,,,837612,38674,0.0002172002266,4604,,
New Hampshire,2002,,,,,,,,,,,,,,,,,,,0.317,0.021,0.217391304,0.559633028,0.298246023,,,,0.298246023,1270962,0.9,11.44,"9,853","9,853","1,269,089",776.4,,,379059,29825,0.00003017642921,33138,,
New Jersey,2002,,,,,,,,,,,,,,,,,,,0.117,0.02,0.072072072,0.380090498,0.107239969,,0.137126487,,0.122183228,8543281,4,341.73,"74,009","74,009","8,552,643",865.3,,,1043846,12218,0.0003273771749,3055,,
New Mexico,2002,,,,,,,,,,,,,,,,,,,0.431,0.021,0.396825397,0.65034965,0.41742985,,,,0.41742985,1849187,8.2,151.63,"14,344","14,344","1,855,309",773.1,,,771906,41743,0.0001964401923,5091,,
New York,2002,,,,,,,,,,,,,,,,,,,0.177,0.02,0.092050209,0.393326593,0.186465437,,0.169640638,,0.1780530375,19161568,4.8,919.76,"158,118","158,118","19,137,800",826.2,,,3411775,17805,0.0002695825956,3709,,
North Carolina,2002,,,,,,,,,,,,,,,,,,,0.397,0.02,0.461538462,0.682680152,0.410856653,,0.313041589,,0.361949121,8311105,6.6,548.53,"72,027","72,027","8,326,201",865.1,,,3008197,36195,0.0001823460707,5484,,
North Dakota,2002,,,,,,,,,,,,,,,,,,,0.517,0.02,0.142857143,0.662337662,0.539406756,,0.344395968,,0.441901362,633210,0.8,5.07,"5,892","5,892","638,168",923.3,,,279816,44190,0.00001810358756,55238,,
Ohio,2002,,,,,,,,,,,,,,,,,,,0.321,0.02,0.26848249,0.588349515,0.303768532,,0.313263191,,0.3085158615,11420660,4.6,525.35,"109,766","109,766","11,407,889",962.2,,,3523455,30852,0.0001491009239,6707,,
Oklahoma,2002,,,,,,,,,,,,,,,,,,,0.483,0.02,0.480769231,0.659949622,0.480902875,,0.466090352,,0.4734966135,3483149,4.7,163.71,"35,502","35,502","3,489,080","1,017.50",,,1649259,47350,0.00009926153358,10074,,
Oregon,2002,,,,,,,,,,,,,,,,,,,0.422,0.02,0.388235294,0.595842956,0.413021218,,0.344836137,,0.3789286775,3516661,2,70.33,"31,119","31,119","3,513,424",885.7,,,1332564,37893,0.00005278038108,18946,,
Pennsylvania,2002,,,,,,,,,,,,,,,,,,,0.381,0.02,0.365957447,0.57323689,0.381941676,,0.285342387,,0.3336420315,12324237,5.1,628.54,"130,223","130,223","12,331,031","1,056.10",,,4111883,33364,0.0001528584386,6542,,
Rhode Island,2002,,,,,,,,,,,,,,,,,,,0.136,0.021,0.15,0.409090909,0.126451812,,,,0.126451812,1066919,3.8,40.54,"10,246","10,246","1,065,995",961.2,,,134914,12645,0.0003005097309,3328,,
South Carolina,2002,,,,,,,,,,,,,,,,,,,0.466,0.02,0.533333333,0.723287671,0.482322944,,0.385253424,,0.433788184,4102227,7.3,299.46,"37,736","37,736","4,107,795",918.6,,,1779498,43379,0.0001682848973,5942,,
South Dakota,2002,,,,,,,,,,,,,,,,,,,0.564,0.02,0.111111111,0.631578947,0.600802187,,0.442750594,,0.5217763905,761633,1.4,10.66,"6,898","6,898","760,020",907.6,,,397402,52178,0.00002683141716,37270,,
Tennessee,2002,,,,,,,,,,,,,,,,,,,0.468,0.02,0.487951807,0.718954248,0.471494244,,0.3656832,,0.418588722,5802304,7.3,423.57,"56,606","56,606","5,795,918",976.7,,,2428779,41859,0.0001743955252,5734,,
Texas,2002,,,,,,,,,,,,,,,,,,,0.379,0.02,0.368316832,0.625138427,0.371759773,,0.379298933,,0.375529353,21705766,6,1302.35,"155,524","155,524","21,690,325",717,,,8151152,37553,0.0001597744611,6259,,
Utah,2002,,,,,,,,,,,,,,,,,,,0.467,0.021,0.233766234,0.593155894,0.49585405,,,,0.49585405,2334425,2,46.69,"13,116","13,116","2,324,815",564.2,,,1157534,49585,0.00004033444922,24793,,
Vermont,2002,,,,,,,,,,,,,,,,,,,0.441,0.02,0.266666667,0.649350649,0.4437991,,0.346398911,,0.3950990055,614753,2.1,12.91,"5,075","5,075","615,442",824.6,,,242888,39510,0.00005315123477,18814,,
Virginia,2002,,,,,,,,,,,,,,,,,,,0.386,0.02,0.388571429,0.677884615,0.386542501,,0.303807818,,0.3451751595,7277452,5.3,385.70,"57,196","57,196","7,286,873",784.9,,,2511996,34518,0.0001535452322,6513,,
Washington,2002,,,,,,,,,,,,,,,,,,,0.362,0.02,0.301775148,0.601246106,0.365157009,,0.280332932,,0.3227449705,6056348,3,181.69,"45,338","45,338","6,052,349",749.1,,,1954656,32274,0.00009295264913,10758,,
West Virginia,2002,,,,,,,,,,,,,,,,,,,0.58,0.021,0.414634146,0.727659574,0.574025351,,,,0.574025351,1799219,3.2,57.58,"21,016","21,016","1,805,414","1,164.10",,,1032797,57403,0.00005574666684,17938,,
Wisconsin,2002,,,,,,,,,,,,,,,,,,,0.422,0.02,0.252173913,0.544921875,0.422067273,,0.375931084,,0.3989991785,5446571,2.8,152.50,"46,981","46,981","5,445,162",862.8,,,2173177,39900,0.00007017558308,14250,,
Wyoming,2002,,,,,,,,,,,,,,,,,,,0.644,0.021,0.555555556,0.827586207,0.632222477,,,,0.632222477,496930,3,14.91,"4,174","4,174","500,017",834.8,,,314170,63222,0.00004745165047,21074,,
Alabama,2003,,,,,,,,,,,,,,,,,,,0.504,0.032,0.697916667,0.781176471,,,,0.495891685,0.495891685,4489876,6.6,296.33,"46,716","46,716","4,503,491","1,037.30",,,2226492,49589,0.0001330935807,7514,,
Alaska,2003,,,,,,,,,,,,,,,,,,,0.587,0.044,0.36,0.707070707,,,,,,647671,6,38.86,"3,180","3,180","648,414",490.4,,,0,0,0.0001330935807,7514,,
Arizona,2003,,,,,,,,,,,,,,,,,,,0.393,0.032,0.36627907,0.633233533,,,,0.423838982,0.423838982,5590820,7.9,441.67,"43,392","43,392","5,510,364",787.5,,,2369607,42384,0.0001863915387,5365,,
Arkansas,2003,,,,,,,,,,,,,,,,,,,0.516,0.032,0.430555556,0.751655629,,,,0.535549372,0.535549372,2722804,6.6,179.71,"27,918","27,918","2,724,816","1,024.60",,,1458196,53555,0.0001232379374,8114,,
California,2003,,,,,,,,,,,,,,,,,,,0.198,0.032,0.232653061,0.501126972,,,,0.215295922,0.215295922,35236589,6.8,2396.09,"239,371","239,371","35,253,159",679,,,7586294,21530,0.0003158443475,3166,,
Colorado,2003,,,,,,,,,,,,,,,,,,,0.373,0.032,0.25477707,0.565674256,,,,0.395146628,0.395146628,4545766,4.1,186.38,"29,506","29,506","4,528,732",651.5,,,1796244,39515,0.000103758952,9638,,
Connecticut,2003,,,,,,,,,,,,,,,,,,,0.179,0.032,0.166666667,0.378640777,,,,0.219408895,0.219408895,3468319,3.2,110.99,"29,627","29,627","3,484,336",850.3,,,760980,21941,0.0001458464116,6857,,
Delaware,2003,,,,,,,,,,,,,,,,,,,0.304,0.032,0.2,0.536231884,,,,0.350390103,0.350390103,815525,2.6,21.20,"7,070","7,070","818,003",864.3,,,285752,35039,0.0000742030091,13477,,
Florida,2003,,,,,,,,,,,,,,,,,,,0.266,0.032,0.331991952,0.598333333,,,,0.253667045,0.253667045,16974177,5.4,916.61,"168,657","168,657","17,004,085",991.9,,,4305789,25367,0.0002128774749,4698,,
Georgia,2003,,,,,,,,,,,,,,,,,,,0.396,0.032,0.542857143,0.703889586,,,,0.368822337,0.368822337,8727810,7.6,663.31,"66,478","66,478","8,622,793",771,,,3219011,36882,0.0002060612723,4853,,
Hawaii,2003,,,,,,,,,,,,,,,,,,,0.063,0.044,0.060606061,0.224489796,,,,,,1231632,1.8,22.17,"8,978","8,978","1,251,154",717.6,,,0,0,0.0002060612723,4853,,
Idaho,2003,,,,,,,,,,,,,,,,,,,0.51,0.032,0.34375,0.681081081,,,,0.485775973,0.485775973,1363672,1.9,25.91,"10,380","10,380","1,363,380",761.3,,,662439,48578,0.00003911267962,25567,,
Illinois,2003,,,,,,,,,,,,,,,,,,,0.218,0.032,0.157303371,0.451380552,,,,0.245217302,0.245217302,12599246,7.1,894.55,"105,325","105,325","12,556,006",838.8,,,3089553,24522,0.0002895391125,3454,,
Indiana,2003,,,,,,,,,,,,,,,,,,,0.364,0.032,0.383458647,0.608623549,,,,0.383836061,0.383836061,6184552,5.5,340.15,"55,968","55,968","6,196,638",903.2,,,2373854,38384,0.0001432903408,6979,,
Iowa,2003,,,,,,,,,,,,,,,,,,,0.389,0.032,0.283333333,0.551369863,,,,0.456274168,0.456274168,2934585,1.7,49.89,"28,062","28,062","2,941,999",953.8,,,1338975,45627,0.00003725830036,26840,,
Kansas,2003,,,,,,,,,,,,,,,,,,,0.437,0.032,0.302631579,0.693726937,,,,0.438976616,0.438976616,2720361,4.6,125.14,"24,593","24,593","2,723,004",903.2,,,1194175,43898,0.0001047891808,9543,,
Kentucky,2003,,,,,,,,,,,,,,,,,,,0.507,0.032,0.541666667,0.738853503,,,,0.501625502,0.501625502,4117691,4.4,181.18,"40,241","40,241","4,117,170",977.4,,,2065539,50163,0.00008771483871,11401,,
Louisiana,2003,,,,,,,,,,,,,,,,,,,0.476,0.032,0.515151515,0.732044199,,,,0.492726893,0.492726893,4473198,13,581.52,"42,719","42,719","4,521,042",944.9,,,2204065,49273,0.0002638378417,3790,,
Maine,2003,,,,,,,,,,,,,,,,,,,0.421,0.032,0.310344828,0.574074074,,,,0.453414015,0.453414015,1302365,1.2,15.63,"12,540","12,540","1,306,513",959.8,,,590511,45341,0.00002646587799,37785,,
Maryland,2003,,,,,,,,,,,,,,,,,,,0.24,0.032,0.237623762,0.551282051,,,,0.234818852,0.234818852,5491971,9.5,521.74,"44,499","44,499","5,496,269",809.6,,,1289618,23482,0.0004045671767,2472,,
Massachusetts,2003,,,,,,,,,,,,,,,,,,,0.129,0.032,0.126213592,0.33030303,,,,0.171249228,0.171249228,6455028,2.2,142.01,"56,291","56,291","6,422,565",876.5,,,1105419,17125,0.0001284677324,7784,,
Michigan,2003,,,,,,,,,,,,,,,,,,,0.359,0.032,0.284313725,0.563636364,,,,0.396099703,0.396099703,10072219,6.1,614.41,"86,728","86,728","10,041,152",863.7,,,3989603,39610,0.0001540016302,6493,,
Minnesota,2003,,,,,,,,,,,,,,,,,,,0.405,0.032,0.282608696,0.538271605,,,,0.428399228,0.428399228,5050393,2.5,126.26,"37,620","37,620","5,053,572",744.4,,,2163584,42840,0.00005835678117,17136,,
Mississippi,2003,,,,,,,,,,,,,,,,,,,0.541,0.032,0.653846154,0.759689922,,,,0.569707642,0.569707642,2866386,9.3,266.57,"28,489","28,489","2,868,312",993.2,,,1633002,56971,0.0001632416228,6126,,
Missouri,2003,,,,,,,,,,,,,,,,,,,0.433,0.032,0.391608392,0.662313433,,,,0.457308906,0.457308906,5713051,5.1,291.37,"55,582","55,582","5,709,403",973.5,,,2612629,45731,0.0001115219917,8967,,
Montana,2003,,,,,,,,,,,,,,,,,,,0.632,0.032,0.424242424,0.721088435,,,,0.566093685,0.566093685,916620,3.3,30.25,"8,467","8,467","919,630",920.7,,,518893,56609,0.00005829423799,17154,,
Nebraska,2003,,,,,,,,,,,,,,,,,,,0.391,0.032,0.2,0.569536424,,,,0.459749692,0.459749692,1733099,3.2,55.46,"15,465","15,465","1,738,643",889.5,,,796792,45975,0.00006960309176,14367,,
Nevada,2003,,,,,,,,,,,,,,,,,,,0.36,0.032,0.388235294,0.613180516,,,,0.377492819,0.377492819,2236378,8.8,196.80,"17,858","17,858","2,248,850",794.1,,,844217,37749,0.0002331170173,4290,,
New Hampshire,2003,,,,,,,,,,,,,,,,,,,0.33,0.032,0.161290323,0.551181102,,,,0.331792814,0.331792814,1282146,1.3,16.67,"9,708","9,708","1,279,840",758.5,,,425407,33179,0.00003918107762,25523,,
New Jersey,2003,,,,,,,,,,,,,,,,,,,0.112,0.032,0.128205128,0.356687898,,,,0.132222211,0.132222211,8585567,4.7,403.52,"73,689","73,689","8,601,402",856.7,,,1135203,13222,0.000355462215,2813,,
New Mexico,2003,,,,,,,,,,,,,,,,,,,0.407,0.032,0.37037037,0.660899654,,,,0.378907712,0.378907712,1868121,6.2,115.82,"14,805","14,805","1,877,574",788.5,,,707845,37891,0.0001636282346,6111,,
New York,2003,,,,,,,,,,,,,,,,,,,0.157,0.032,0.132780083,0.409482759,,,,0.179804968,0.179804968,19235015,4.9,942.52,"155,877","155,877","19,175,939",812.9,,,3458551,17980,0.000272517498,3669,,
North Carolina,2003,,,,,,,,,,,,,,,,,,,0.374,0.032,0.394871795,0.713157895,,,,0.38566607,0.38566607,8399815,6,503.99,"73,459","73,459","8,422,501",872.2,,,3239524,38567,0.000155575003,6428,,
North Dakota,2003,,,,,,,,,,,,,,,,,,,0.51,0.032,0.066666667,0.606060606,,,,0.539818427,0.539818427,631680,1.4,8.84,"6,090","6,090","638,817",953.3,,,340993,53982,0.00002593464635,38558,,
Ohio,2003,,,,,,,,,,,,,,,,,,,0.335,0.032,0.291005291,0.584180791,,,,0.334181755,0.334181755,11450398,4.6,526.72,"109,110","109,110","11,434,788",954.2,,,3826514,33418,0.0001376496452,7265,,
Oklahoma,2003,,,,,,,,,,,,,,,,,,,0.467,0.032,0.423076923,0.623115578,,,,0.512933805,0.512933805,3495502,5.9,206.23,"35,721","35,721","3,504,892","1,019.20",,,1792961,51293,0.0001150245888,8694,,
Oregon,2003,,,,,,,,,,,,,,,,,,,0.427,0.032,0.330357143,0.6125,,,,0.401005045,0.401005045,3551290,1.9,67.47,"30,912","30,912","3,547,376",871.4,,,1424085,40101,0.00004738095003,21106,,
Pennsylvania,2003,,,,,,,,,,,,,,,,,,,0.397,0.032,0.306122449,0.592694064,,,,0.395777538,0.395777538,12360988,5.2,642.77,"129,769","129,769","12,374,658","1,048.70",,,4892201,39578,0.0001313869409,7611,,
Rhode Island,2003,,,,,,,,,,,,,,,,,,,0.074,0.032,0.133333333,0.144927536,,,,0.147640303,0.147640303,1072453,2.3,24.67,"10,039","10,039","1,071,342",937,,,158337,14764,0.0001557840206,6419,,
South Carolina,2003,,,,,,,,,,,,,,,,,,,0.456,0.032,0.575757576,0.718832891,,,,0.496888123,0.496888123,4141080,7.3,302.30,"38,112","38,112","4,150,297",918.3,,,2057653,49689,0.0001469143588,6807,,
South Dakota,2003,,,,,,,,,,,,,,,,,,,0.537,0.032,0.473684211,0.614457831,,,,0.557074764,0.557074764,765980,1.3,9.96,"7,132","7,132","763,729",933.8,,,426708,55707,0.00002333618545,42852,,
Tennessee,2003,,,,,,,,,,,,,,,,,,,0.436,0.032,0.509090909,0.685092127,,,,0.418736302,0.418736302,5856712,6.8,398.26,"57,313","57,313","5,847,812",980.1,,,2452418,41874,0.0001623933719,6158,,
Texas,2003,,,,,,,,,,,,,,,,,,,0.362,0.032,0.388998035,0.621359223,,,,0.37342392,0.37342392,22048452,6.4,1411.10,"154,870","154,870","22,030,931",703,,,8233419,37342,0.0001713869856,5835,,
Utah,2003,,,,,,,,,,,,,,,,,,,0.401,0.032,0.345454545,0.576512456,,,,0.451912582,0.451912582,2378255,2.6,61.83,"13,412","13,412","2,360,137",568.3,,,1074763,45191,0.00005753325098,17381,,
Vermont,2003,,,,,,,,,,,,,,,,,,,0.427,0.032,0.071428571,0.536231884,,,,0.488327512,0.488327512,616700,2.4,14.80,"5,120","5,120","617,858",828.7,,,301152,48833,0.00004914734356,20347,,
Virginia,2003,,,,,,,,,,,,,,,,,,,0.358,0.032,0.333333333,0.622820919,,,,0.352483792,0.352483792,7352164,5.6,411.72,"58,282","58,282","7,366,977",791.1,,,2591519,35248,0.0001588725532,6294,,
Washington,2003,,,,,,,,,,,,,,,,,,,0.383,0.032,0.397515528,0.579439252,,,,0.391433517,0.391433517,6108738,3,183.26,"45,920","45,920","6,104,115",752.3,,,2391165,39143,0.00007664136743,13048,,
West Virginia,2003,,,,,,,,,,,,,,,,,,,0.561,0.032,0.575,0.743362832,,,,0.511859781,0.511859781,1802916,4,72.12,"21,306","21,306","1,812,295","1,175.60",,,922840,51186,0.00007814640158,12796,,
Wisconsin,2003,,,,,,,,,,,,,,,,,,,0.445,0.032,0.256880734,0.524163569,,,,0.490673044,0.490673044,5479542,3.3,180.82,"46,177","46,177","5,479,203",842.8,,,2688664,49067,0.00006725456066,14869,,
Wyoming,2003,,,,,,,,,,,,,,,,,,,0.596,0.032,0.3125,0.752688172,,,,0.598735843,0.598735843,498865,2.8,13.97,"4,172","4,172","503,453",828.7,,,298688,59874,0.00004676519759,21383,,
Alabama,2004,,,,,,,,,,,,,,,,,,,0.516,0.018,0.577319588,0.718468468,0.525519189,,0.504181723,0.509307256,0.5130027227,4510588,5.6,252.59,"46,121","46,121","4,530,729","1,018.00",,,2313944,51300,0.000109161214,9161,,
Alaska,2004,,,,,,,,,,,,,,,,,,,0.58,0.021,0.297297297,0.703389831,0.58039848,,,,0.58039848,659305,5.6,36.92,"3,051","3,051","659,286",462.8,,,382660,58040,0.00009648543532,10364,,
Arizona,2004,,,,,,,,,,,,,,,,,,,0.368,0.018,0.327956989,0.645533141,0.357941295,,0.355790597,0.402814178,0.3721820233,5758692,7.2,414.63,"43,198","43,198","5,652,404",764.2,,,2143282,37218,0.0001934537282,5169,,
Arkansas,2004,,,,,,,,,,,,,,,,,,,0.544,0.018,0.428571429,0.694158076,0.562237939,,0.517567836,0.534527573,0.538111116,2746215,6.4,175.76,"27,528","27,528","2,749,686","1,001.10",,,1477769,53811,0.0001189345436,8408,,
California,2004,,,,,,,,,,,,,,,,,,,0.203,0.028,0.216545012,0.466614297,,,0.214677854,0.238407755,0.2265428045,35538256,6.7,2381.06,"232,525","232,525","35,574,576",653.6,,,8050936,22654,0.000295749848,3381,,
Colorado,2004,,,,,,,,,,,,,,,,,,,0.411,0.018,0.284946237,0.571194763,0.420237824,,0.375986412,0.43637598,0.4108667387,4595674,4.4,202.21,"28,309","28,309","4,575,013",618.8,,,1888210,41087,0.0001070906838,9338,,
Connecticut,2004,,,,,,,,,,,,,,,,,,,0.166,0.018,0.15625,0.413043478,0.136066586,,0.271851996,0.216484556,0.2081343793,3474379,2.9,100.76,"29,314","29,314","3,496,094",838.5,,,723138,20813,0.0001393330602,7177,,
Delaware,2004,,,,,,,,,,,,,,,,,,,0.331,0.019,0.347826087,0.528571429,0.343354714,,,0.343620309,0.3434875115,827154,3.4,28.12,"7,143","7,143","830,803",859.8,,,284117,34349,0.0000989846759,10103,,
Florida,2004,,,,,,,,,,,,,,,,,,,0.234,0.018,0.344651952,0.552222222,0.220304473,,0.226463503,0.261734003,0.2361673263,17366358,5.4,937.78,"169,008","169,008","17,415,318",970.5,,,4101366,23617,0.0002286514432,4373,,
Georgia,2004,,,,,,,,,,,,,,,,,,,0.43,0.018,0.525,0.64683053,0.457139625,,0.374708978,0.40128451,0.411044371,8907292,6.9,614.60,"65,818","65,818","8,769,252",750.6,,,3661292,41104,0.0001678650892,5957,,
Hawaii,2004,,,,,,,,,,,,,,,,,,,0.2,0.02,0.115384615,0.311111111,0.231944635,,0.191537006,,0.2117408205,1246872,2.6,32.42,"9,030","9,030","1,273,569",709,,,264014,21174,0.0001227916277,8144,,
Idaho,2004,,,,,,,,,,,,,,,,,,,0.557,0.018,0.4,0.696335079,0.565198929,,0.483490052,0.557765452,0.535484811,1391127,2.2,30.60,"10,028","10,028","1,391,802",720.5,,,744927,53548,0.00004108426523,24340,,
Illinois,2004,,,,,,,,,,,,,,,,,,,0.226,0.018,0.23923445,0.411477411,0.208270958,,0.252814024,0.310683362,0.2572561147,12644218,6.1,771.30,"102,670","102,670","12,589,773",815.5,,,3252802,25726,0.0002371177847,4217,,
Indiana,2004,,,,,,,,,,,,,,,,,,,0.391,0.018,0.319148936,0.603907638,0.38424781,,0.392905778,0.42805144,0.4017350093,6214844,5.1,316.96,"54,211","54,211","6,233,007",869.7,,,2496720,40174,0.0001269493542,7877,,
Iowa,2004,,,,,,,,,,,,,,,,,,,0.423,0.018,0.125,0.515679443,0.432515882,,0.433601883,0.498315399,0.4548110547,2942311,1.5,44.13,"26,897","26,897","2,953,635",910.6,,,1338196,45481,0.00003298072869,30321,,
Kansas,2004,,,,,,,,,,,,,,,,,,,0.428,0.018,0.329113924,0.611683849,0.420807957,,0.394387965,0.478163586,0.431119836,2729378,4.5,122.82,"23,818","23,818","2,734,373",871.1,,,1176689,43112,0.0001043793309,9580,,
Kentucky,2004,,,,,,,,,,,,,,,,,,,0.52,0.018,0.520833333,0.704741379,0.532185145,,0.47321036,0.500904807,0.502100104,4145777,5.7,236.31,"38,646","38,646","4,146,101",932.1,,,2081595,50210,0.000113523179,8809,,
Louisiana,2004,,,,,,,,,,,,,,,,,,,0.491,0.018,0.54,0.725400458,0.479932601,,0.524585081,0.502887161,0.502468281,4487246,12.7,569.88,"42,215","42,215","4,552,238",927.3,,,2254699,50247,0.0002527522727,3956,,
Maine,2004,,,,,,,,,,,,,,,,,,,0.411,0.018,0.294117647,0.635036496,0.402072144,,0.341851711,0.47525202,0.4063919583,1307227,1.4,18.30,"12,443","12,443","1,313,688",947.2,,,531247,40639,0.00003444950057,29028,,
Maryland,2004,,,,,,,,,,,,,,,,,,,0.236,0.018,0.268041237,0.555831266,0.238226809,,0.228982247,0.215781708,0.227663588,5537913,9.4,520.56,"43,232","43,232","5,546,935",779.4,,,1260781,22766,0.0004128899172,2422,,
Massachusetts,2004,,,,,,,,,,,,,,,,,,,0.104,0.018,0.024390244,0.271137026,0.104968563,,0.135367293,0.146488578,0.128941478,6452636,2.7,174.22,"54,511","54,511","6,412,281",850.1,,,832012,12894,0.0002093973205,4776,,
